rank,country,value
1,Finland,0.192
2,Norway,0.286
3,Denmark,0.284
4,Iceland,0.353
5,Switzerland,0.256
6,Netherlands,0.333
7,Canada,0.321
8,New Zealand,0.365
9,Sweden,0.285
10,Australia,0.361
11,Israel,0.262
12,Austria,0.242
13,Costa Rica,0.143
14,Ireland,0.307
15,Germany,0.273
16,Belgium,0.188
17,Luxembourg,0.196
18,United States,0.291
19,United Kingdom,0.354
20,United Arab Emirates,0.284
21,Czech Republic,0.064
22,Malta,0.376
23,France,0.098
24,Mexico,0.069
25,Chile,0.197
26,Taiwan Province of China,0.151
27,Panama,0.125
28,Brazil,0.11
29,Argentina,0.062
30,Guatemala,0.179
31,Uruguay,0.13
32,Qatar,0.256
33,Saudi Arabia,0.098
34,Singapore,0.261
35,Malaysia,0.311
36,Spain,0.142
37,Colombia,0.099
38,Trinidad & Tobago,0.171
39,Slovakia,0.118
40,El Salvador,0.065
41,Nicaragua,0.208
42,Poland,0.108
43,Bahrain,0.243
44,Uzbekistan,0.328
45,Kuwait,0.167
46,Thailand,0.364
47,Italy,0.137
48,Ecuador,0.114
49,Belize,0.183
50,Lithuania,0.026
51,Slovenia,0.16
52,Romania,0.088
53,Latvia,0.092
54,Japan,0.079
55,Mauritius,0.245
56,Jamaica,0.096
57,South Korea,0.175
58,Northern Cyprus,0.179
59,Russia,0.065
60,Kazakhstan,0.148
61,Cyprus,0.202
62,Bolivia,0.141
63,Estonia,0.086
64,Paraguay,0.162
65,Peru,0.092
66,Kosovo,0.274
67,Moldova,0.171
68,Turkmenistan,0.199
69,Hungary,0.061
70,Libya,0.116
71,Philippines,0.12
72,Honduras,0.197
73,Belarus,0.101
74,Turkey,0.106
75,Pakistan,0.216
76,"Hong Kong SAR, China",0.246
77,Portugal,0.055
78,Serbia,0.134
79,Greece,0
80,Tajikistan,0.214
81,Montenegro,0.111
82,Croatia,0.12
83,Dominican Republic,0.12
84,Algeria,0.055
85,Morocco,0.026
86,China,0.029
87,Azerbaijan,0.031
88,Lebanon,0.187
89,Macedonia,0.173
90,Jordan,0.13
91,Nigeria,0.201
92,Kyrgyzstan,0.281
93,Bosnia and Herzegovina,0.216
94,Mongolia,0.253
95,Vietnam,0.177
96,Indonesia,0.484
97,Bhutan,0.364
98,Somalia,0.238
99,Cameroon,0.183
100,Bulgaria,0.064
101,Nepal,0.302
102,Venezuela,0.056
103,Gabon,0.032
104,Palestinian Territories,0.086
105,South Africa,0.103
106,Iran,0.282
107,Ivory Coast,0.146
108,Ghana,0.212
109,Senegal,0.138
110,Laos,0.23
111,Tunisia,0.04
112,Albania,0.149
113,Sierra Leone,0.238
114,Congo (Brazzaville),0.091
115,Bangladesh,0.153
116,Sri Lanka,0.307
117,Iraq,0.148
118,Mali,0.139
119,Namibia,0.051
120,Cambodia,0.256
121,Burkina Faso,0.175
122,Egypt,0.092
123,Mozambique,0.206
124,Kenya,0.352
125,Zambia,0.221
126,Mauritania,0.134
127,Ethiopia,0.22
128,Georgia,0.038
129,Armenia,0.077
130,Myanmar,0.598
131,Chad,0.181
132,Congo (Kinshasa),0.197
133,India,0.172
134,Niger,0.175
135,Uganda,0.259
136,Benin,0.163
137,Sudan,0.134
138,Ukraine,0.187
139,Togo,0.158
140,Guinea,0.185
141,Lesotho,0.116
142,Angola,0.079
143,Madagascar,0.155
144,Zimbabwe,0.132
145,Afghanistan,0.191
146,Botswana,0.042
147,Malawi,0.21
148,Haiti,0.392
149,Liberia,0.206
150,Syria,0.376
151,Rwanda,0.2
152,Yemen,0.083
153,Tanzania,0.27
154,South Sudan,0.224
155,Central African Republic,0.218
156,Burundi,0.149
