rank,country,value
1,Denmark,1.16374
2,Switzerland,1.14524
3,Iceland,1.18326
4,Norway,1.1269
5,Finland,1.13464
6,Canada,1.0961
7,Netherlands,1.02912
8,New Zealand,1.17278
9,Australia,1.10476
10,Sweden,1.08764
11,Israel,0.99537
12,Austria,1.08383
13,United States,1.04782
14,Costa Rica,1.02152
15,Puerto Rico,1.08113
16,Germany,1.09774
17,Brazil,1.03938
18,Belgium,1.05249
19,Ireland,1.16157
20,Luxembourg,1.03999
21,Mexico,0.7146
22,Singapore,0.86758
23,United Kingdom,1.08672
24,Chile,0.90587
25,Panama,0.98912
26,Argentina,1.06612
27,Czech Republic,1.00793
28,United Arab Emirates,0.87114
29,Uruguay,1.03143
30,Malta,1.09879
31,Colombia,1.02169
32,France,1.00508
33,Thailand,1.04477
34,Saudi Arabia,0.84829
34,Taiwan,0.92624
36,Qatar,0.87964
37,Spain,1.12945
38,Algeria,0.83309
39,Guatemala,0.87119
40,Suriname,0.77866
41,Kuwait,0.87758
42,Bahrain,0.94397
43,Trinidad and Tobago,0.98569
44,Venezuela,1.03302
45,Slovakia,1.08268
46,El Salvador,0.80975
47,Malaysia,0.88025
48,Nicaragua,0.89521
49,Uzbekistan,1.1681
50,Italy,1.04167
51,Ecuador,0.85974
52,Belize,0.68655
53,Japan,1.06054
54,Kazakhstan,0.95544
55,Moldova,0.83132
56,Russia,1.05261
57,Poland,1.04685
57,South Korea,0.72194
59,Bolivia,0.83779
60,Lithuania,1.06411
61,Belarus,1.04993
62,North Cyprus,0.81826
63,Slovenia,1.05613
64,Peru,0.81255
65,Turkmenistan,1.03817
66,Mauritius,0.75695
67,Libya,0.95076
68,Latvia,0.95025
69,Cyprus,0.70697
70,Paraguay,1.11111
71,Romania,0.72803
72,Estonia,1.05163
73,Jamaica,0.96372
74,Croatia,0.60809
75,Hong Kong,0.87021
76,Somalia,0.33613
77,Kosovo,0.66062
78,Turkey,0.87717
79,Indonesia,0.87625
80,Jordan,0.86216
81,Azerbaijan,0.76042
82,Philippines,0.87877
83,China,0.79381
84,Bhutan,0.90836
85,Kyrgyzstan,0.95434
86,Serbia,0.81329
87,Bosnia and Herzegovina,0.64367
88,Montenegro,0.74173
89,Dominican Republic,0.99496
90,Morocco,0.38595
91,Hungary,0.93164
92,Pakistan,0.26135
93,Lebanon,0.64184
94,Portugal,0.94367
95,Macedonia,0.78236
96,Vietnam,0.79117
97,Somaliland Region,0.75862
98,Tunisia,0.43165
99,Greece,0.75473
100,Tajikistan,0.75602
101,Mongolia,1.08983
102,Laos,0.5497
103,Nigeria,0.64498
104,Honduras,0.75596
105,Iran,0.38857
106,Zambia,0.6376
107,Nepal,0.69699
108,Palestinian Territories,0.71629
109,Albania,0.50163
110,Bangladesh,0.24749
111,Sierra Leone,0.628
112,Iraq,0.59205
113,Namibia,0.70362
114,Cameroon,0.62542
115,Ethiopia,0.37932
116,South Africa,0.96053
117,Sri Lanka,0.84783
118,India,0.29247
119,Myanmar,0.69981
120,Egypt,0.49813
121,Armenia,0.62477
122,Kenya,0.7624
123,Ukraine,1.01413
124,Ghana,0.49353
125,Congo (Kinshasa),0.80676
126,Georgia,0.19249
127,Congo (Brazzaville),0.47799
128,Senegal,0.77416
129,Bulgaria,0.92542
130,Mauritania,0.84142
131,Zimbabwe,0.71478
132,Malawi,0.147
133,Sudan,0.81928
134,Gabon,0.72368
135,Mali,0.86333
136,Haiti,0.29561
137,Botswana,0.89186
138,Comoros,0.60323
139,Ivory Coast,0.57576
140,Cambodia,0.5375
141,Angola,0.66366
142,Niger,0.6053
143,South Sudan,0.18519
144,Chad,0.63178
145,Burkina Faso,0.63054
145,Uganda,0.90981
147,Yemen,0.47493
148,Madagascar,0.46115
149,Tanzania,0.77623
150,Liberia,0.50353
151,Guinea,0.3109
152,Rwanda,0.61586
153,Benin,0.10419
154,Afghanistan,0.11037
155,Togo,0
156,Syria,0.14866
157,Burundi,0.23442
